"from","to","search","tele"
"AUS","ISR",0,0
"AUS","DNK",0,0
"AUT","FRA",3,0
"AUT","ISL",10,0
"AUT","RUS",5,0
"AUT","NLD",7,0
"AUT","BLR",6,0
"AUT","CYP",1,0
"AUT","CHE",12,0
"AUT","ITA",2,0
"AUT","SMR",0,0
"AUT","SRB",4,0
"AUT","EST",0,0
"AUT","GRC",0,0
"AUT","CZE",0,0
"AUT","SWE",0,0
"AUT","ALB",0,0
"AUT","AZE",0,0
"AUT","DEU",8,0
"AUT","MKD",0,0
"AUT","ESP",0,0
"AUT","SVN",0,0
"AUT","GBR",0,0
"AUT","AUS",0,0
"AUT","NOR",0,0
"AUT","MLT",0,0
"AUT","ISR",0,0
"AUT","DNK",0,0
"AZE","FRA",10,0
"AZE","ISL",2,0
"AZE","RUS",12,0
"AZE","NLD",6,0
"AZE","BLR",8,0
"AZE","CYP",5,0
"AZE","CHE",3,0
"AZE","ITA",4,0
"AZE","SMR",7,0
"AZE","SRB",0,0
"AZE","EST",0,0
"AZE","GRC",0,0
"AZE","CZE",0,0
"AZE","SWE",0,0
"AZE","ALB",0,0
"AZE","AZE",0,0
"AZE","DEU",0,0
"AZE","MKD",0,0
"AZE","ESP",0,0
"AZE","SVN",0,0
"AZE","GBR",0,0
"AZE","AUS",0,0
"AZE","NOR",1,0
"AZE","MLT",0,0
"AZE","ISR",0,0
"AZE","DNK",0,0
"BLR","FRA",7,0
"BLR","ISL",8,0
"BLR","RUS",12,0
"BLR","NLD",10,0
"BLR","BLR",0,0
"BLR","CYP",6,0
"BLR","CHE",0,0
"BLR","ITA",2,0
"BLR","SMR",5,0
"BLR","SRB",0,0
"BLR","EST",0,0
"BLR","GRC",0,0
"BLR","CZE",1,0
"BLR","SWE",0,0
"BLR","ALB",0,0
"BLR","AZE",3,0
"BLR","DEU",0,0
"BLR","MKD",0,0
"BLR","ESP",0,0
"BLR","SVN",4,0
"BLR","GBR",0,0
"BLR","AUS",0,0
"BLR","NOR",0,0
"BLR","MLT",0,0
"BLR","ISR",0,0
"BLR","DNK",0,0
"BEL","FRA",12,0
"BEL","ISL",8,0
"BEL","RUS",6,0
"BEL","NLD",10,0
"BEL","BLR",4,0
"BEL","CYP",5,0
"BEL","CHE",1,0
"BEL","ITA",7,0
"BEL","SMR",3,0
"BEL","SRB",0,0
"BEL","EST",0,0
"BEL","GRC",0,0
"BEL","CZE",2,0
"BEL","SWE",0,0
"BEL","ALB",0,0
"BEL","AZE",0,0
"BEL","DEU",0,0
"BEL","MKD",0,0
"BEL","ESP",0,0
"BEL","SVN",0,0
"BEL","GBR",0,0
"BEL","AUS",0,0
"BEL","NOR",0,0
"BEL","MLT",0,0
"BEL","ISR",0,0
"BEL","DNK",0,0
"HRV","FRA",8,0
"HRV","ISL",10,0
"HRV","RUS",0,0
"HRV","NLD",3,0
"HRV","BLR",7,0
"HRV","CYP",2,0
"HRV","CHE",6,0
"HRV","ITA",0,0
"HRV","SMR",0,0
"HRV","SRB",12,0
"HRV","EST",0,0
"HRV","GRC",0,0
"HRV","CZE",0,0
"HRV","SWE",0,0
"HRV","ALB",1,0
"HRV","AZE",0,0
"HRV","DEU",0,0
"HRV","MKD",4,0
"HRV","ESP",0,0
"HRV","SVN",5,0
"HRV","GBR",0,0
"HRV","AUS",0,0
"HRV","NOR",0,0
"HRV","MLT",0,0
"HRV","ISR",0,0
"HRV","DNK",0,0
"CYP","FRA",8,0
"CYP","ISL",7,0
"CYP","RUS",10,0
"CYP","NLD",5,0
"CYP","BLR",6,0
"CYP","CYP",0,0
"CYP","CHE",3,0
"CYP","ITA",2,0
"CYP","SMR",4,0
"CYP","SRB",1,0
"CYP","EST",0,0
"CYP","GRC",12,0
"CYP","CZE",0,0
"CYP","SWE",0,0
"CYP","ALB",0,0
"CYP","AZE",0,0
"CYP","DEU",0,0
"CYP","MKD",0,0
"CYP","ESP",0,0
"CYP","SVN",0,0
"CYP","GBR",0,0
"CYP","AUS",0,0
"CYP","NOR",0,0
"CYP","MLT",0,0
"CYP","ISR",0,0
"CYP","DNK",0,0
"CZE","FRA",12,0
"CZE","ISL",10,0
"CZE","RUS",8,0
"CZE","NLD",5,0
"CZE","BLR",7,0
"CZE","CYP",6,0
"CZE","CHE",3,0
"CZE","ITA",2,0
"CZE","SMR",4,0
"CZE","SRB",0,0
"CZE","EST",1,0
"CZE","GRC",0,0
"CZE","CZE",0,0
"CZE","SWE",0,0
"CZE","ALB",0,0
"CZE","AZE",0,0
"CZE","DEU",0,0
"CZE","MKD",0,0
"CZE","ESP",0,0
"CZE","SVN",0,0
"CZE","GBR",0,0
"CZE","AUS",0,0
"CZE","NOR",0,0
"CZE","MLT",0,0
"CZE","ISR",0,0
"CZE","DNK",0,0
"DNK","FRA",8,0
"DNK","ISL",12,0
"DNK","RUS",6,0
"DNK","NLD",7,0
"DNK","BLR",0,0
"DNK","CYP",5,0
"DNK","CHE",2,0
"DNK","ITA",0,0
"DNK","SMR",0,0
"DNK","SRB",0,0
"DNK","EST",3,0
"DNK","GRC",0,0
"DNK","CZE",1,0
"DNK","SWE",10,0
"DNK","ALB",0,0
"DNK","AZE",0,0
"DNK","DEU",0,0
"DNK","MKD",0,0
"DNK","ESP",0,0
"DNK","SVN",0,0
"DNK","GBR",4,0
"DNK","AUS",0,0
"DNK","NOR",0,0
"DNK","MLT",0,0
"DNK","ISR",0,0
"DNK","DNK",0,0
"EST","FRA",10,0
"EST","ISL",7,0
"EST","RUS",12,0
"EST","NLD",4,0
"EST","BLR",8,0
"EST","CYP",5,0
"EST","CHE",3,0
"EST","ITA",0,0
"EST","SMR",6,0
"EST","SRB",0,0
"EST","EST",0,0
"EST","GRC",0,0
"EST","CZE",1,0
"EST","SWE",2,0
"EST","ALB",0,0
"EST","AZE",0,0
"EST","DEU",0,0
"EST","MKD",0,0
"EST","ESP",0,0
"EST","SVN",0,0
"EST","GBR",0,0
"EST","AUS",0,0
"EST","NOR",0,0
"EST","MLT",0,0
"EST","ISR",0,0
"EST","DNK",0,0
"FIN","FRA",10,0
"FIN","ISL",12,0
"FIN","RUS",7,0
"FIN","NLD",0,0
"FIN","BLR",6,0
"FIN","CYP",4,0
"FIN","CHE",2,0
"FIN","ITA",1,0
"FIN","SMR",5,0
"FIN","SRB",0,0
"FIN","EST",8,0
"FIN","GRC",0,0
"FIN","CZE",0,0
"FIN","SWE",3,0
"FIN","ALB",0,0
"FIN","AZE",0,0
"FIN","DEU",0,0
"FIN","MKD",0,0
"FIN","ESP",0,0
"FIN","SVN",0,0
"FIN","GBR",0,0
"FIN","AUS",0,0
"FIN","NOR",0,0
"FIN","MLT",0,0
"FIN","ISR",0,0
"FIN","DNK",0,0
"FRA","FRA",0,0
"FRA","ISL",10,0
"FRA","RUS",7,0
"FRA","NLD",12,0
"FRA","BLR",4,0
"FRA","CYP",3,0
"FRA","CHE",6,0
"FRA","ITA",8,0
"FRA","SMR",1,0
"FRA","SRB",0,0
"FRA","EST",0,0
"FRA","GRC",0,0
"FRA","CZE",0,0
"FRA","SWE",0,0
"FRA","ALB",0,0
"FRA","AZE",2,0
"FRA","DEU",0,0
"FRA","MKD",0,0
"FRA","ESP",5,0
"FRA","SVN",0,0
"FRA","GBR",0,0
"FRA","AUS",0,0
"FRA","NOR",0,0
"FRA","MLT",0,0
"FRA","ISR",0,0
"FRA","DNK",0,0
"GEO","FRA",8,0
"GEO","ISL",4,0
"GEO","RUS",10,0
"GEO","NLD",2,0
"GEO","BLR",7,0
"GEO","CYP",12,0
"GEO","CHE",0,0
"GEO","ITA",6,0
"GEO","SMR",0,0
"GEO","SRB",0,0
"GEO","EST",1,0
"GEO","GRC",0,0
"GEO","CZE",3,0
"GEO","SWE",0,0
"GEO","ALB",0,0
"GEO","AZE",5,0
"GEO","DEU",0,0
"GEO","MKD",0,0
"GEO","ESP",0,0
"GEO","SVN",0,0
"GEO","GBR",0,0
"GEO","AUS",0,0
"GEO","NOR",0,0
"GEO","MLT",0,0
"GEO","ISR",0,0
"GEO","DNK",0,0
"DEU","FRA",5,0
"DEU","ISL",7,0
"DEU","RUS",10,0
"DEU","NLD",8,0
"DEU","BLR",2,0
"DEU","CYP",6,0
"DEU","CHE",12,0
"DEU","ITA",4,0
"DEU","SMR",3,0
"DEU","SRB",0,0
"DEU","EST",0,0
"DEU","GRC",1,0
"DEU","CZE",0,0
"DEU","SWE",0,0
"DEU","ALB",0,0
"DEU","AZE",0,0
"DEU","DEU",0,0
"DEU","MKD",0,0
"DEU","ESP",0,0
"DEU","SVN",0,0
"DEU","GBR",0,0
"DEU","AUS",0,0
"DEU","NOR",0,0
"DEU","MLT",0,0
"DEU","ISR",0,0
"DEU","DNK",0,0
"GRC","FRA",10,0
"GRC","ISL",8,0
"GRC","RUS",6,0
"GRC","NLD",7,0
"GRC","BLR",5,0
"GRC","CYP",12,0
"GRC","CHE",3,0
"GRC","ITA",0,0
"GRC","SMR",2,0
"GRC","SRB",1,0
"GRC","EST",0,0
"GRC","GRC",0,0
"GRC","CZE",0,0
"GRC","SWE",0,0
"GRC","ALB",4,0
"GRC","AZE",0,0
"GRC","DEU",0,0
"GRC","MKD",0,0
"GRC","ESP",0,0
"GRC","SVN",0,0
"GRC","GBR",0,0
"GRC","AUS",0,0
"GRC","NOR",0,0
"GRC","MLT",0,0
"GRC","ISR",0,0
"GRC","DNK",0,0
"HUN","FRA",12,0
"HUN","ISL",10,0
"HUN","RUS",7,0
"HUN","NLD",6,0
"HUN","BLR",8,0
"HUN","CYP",5,0
"HUN","CHE",1,0
"HUN","ITA",2,0
"HUN","SMR",4,0
"HUN","SRB",0,0
"HUN","EST",3,0
"HUN","GRC",0,0
"HUN","CZE",0,0
"HUN","SWE",0,0
"HUN","ALB",0,0
"HUN","AZE",0,0
"HUN","DEU",0,0
"HUN","MKD",0,0
"HUN","ESP",0,0
"HUN","SVN",0,0
"HUN","GBR",0,0
"HUN","AUS",0,0
"HUN","NOR",0,0
"HUN","MLT",0,0
"HUN","ISR",0,0
"HUN","DNK",0,0
"ISL","FRA",12,0
"ISL","ISL",0,0
"ISL","RUS",0,0
"ISL","NLD",6,0
"ISL","BLR",10,0
"ISL","CYP",8,0
"ISL","CHE",5,0
"ISL","ITA",1,0
"ISL","SMR",7,0
"ISL","SRB",0,0
"ISL","EST",0,0
"ISL","GRC",0,0
"ISL","CZE",4,0
"ISL","SWE",3,0
"ISL","ALB",0,0
"ISL","AZE",0,0
"ISL","DEU",2,0
"ISL","MKD",0,0
"ISL","ESP",0,0
"ISL","SVN",0,0
"ISL","GBR",0,0
"ISL","AUS",0,0
"ISL","NOR",0,0
"ISL","MLT",0,0
"ISL","ISR",0,0
"ISL","DNK",0,0
"IRL","FRA",12,0
"IRL","ISL",10,0
"IRL","RUS",4,0
"IRL","NLD",6,0
"IRL","BLR",7,0
"IRL","CYP",0,0
"IRL","CHE",2,0
"IRL","ITA",1,0
"IRL","SMR",0,0
"IRL","SRB",0,0
"IRL","EST",0,0
"IRL","GRC",0,0
"IRL","CZE",0,0
"IRL","SWE",0,0
"IRL","ALB",0,0
"IRL","AZE",0,0
"IRL","DEU",5,0
"IRL","MKD",0,0
"IRL","ESP",3,0
"IRL","SVN",0,0
"IRL","GBR",8,0
"IRL","AUS",0,0
"IRL","NOR",0,0
"IRL","MLT",0,0
"IRL","ISR",0,0
"IRL","DNK",0,0
"ISR","FRA",10,0
"ISR","ISL",8,0
"ISR","RUS",12,0
"ISR","NLD",7,0
"ISR","BLR",6,0
"ISR","CYP",4,0
"ISR","CHE",2,0
"ISR","ITA",5,0
"ISR","SMR",0,0
"ISR","SRB",0,0
"ISR","EST",1,0
"ISR","GRC",0,0
"ISR","CZE",0,0
"ISR","SWE",0,0
"ISR","ALB",0,0
"ISR","AZE",0,0
"ISR","DEU",0,0
"ISR","MKD",0,0
"ISR","ESP",3,0
"ISR","SVN",0,0
"ISR","GBR",0,0
"ISR","AUS",0,0
"ISR","NOR",0,0
"ISR","MLT",0,0
"ISR","ISR",0,0
"ISR","DNK",0,0
"ITA","FRA",8,0
"ITA","ISL",12,0
"ITA","RUS",10,0
"ITA","NLD",6,0
"ITA","BLR",3,0
"ITA","CYP",2,0
"ITA","CHE",5,0
"ITA","ITA",0,0
"ITA","SMR",4,0
"ITA","SRB",0,0
"ITA","EST",0,0
"ITA","GRC",0,0
"ITA","CZE",0,0
"ITA","SWE",0,0
"ITA","ALB",7,0
"ITA","AZE",1,0
"ITA","DEU",0,0
"ITA","MKD",0,0
"ITA","ESP",0,0
"ITA","SVN",0,0
"ITA","GBR",0,0
"ITA","AUS",0,0
"ITA","NOR",0,0
"ITA","MLT",0,0
"ITA","ISR",0,0
"ITA","DNK",0,0
"LVA","FRA",7,0
"LVA","ISL",10,0
"LVA","RUS",12,0
"LVA","NLD",6,0
"LVA","BLR",8,0
"LVA","CYP",4,0
"LVA","CHE",0,0
"LVA","ITA",0,0
"LVA","SMR",3,0
"LVA","SRB",0,0
"LVA","EST",5,0
"LVA","GRC",0,0
"LVA","CZE",0,0
"LVA","SWE",0,0
"LVA","ALB",0,0
"LVA","AZE",0,0
"LVA","DEU",0,0
"LVA","MKD",0,0
"LVA","ESP",0,0
"LVA","SVN",2,0
"LVA","GBR",0,0
"LVA","AUS",0,0
"LVA","NOR",1,0
"LVA","MLT",0,0
"LVA","ISR",0,0
"LVA","DNK",0,0
"LTU","FRA",8,0
"LTU","ISL",10,0
"LTU","RUS",12,0
"LTU","NLD",5,0
"LTU","BLR",6,0
"LTU","CYP",7,0
"LTU","CHE",0,0
"LTU","ITA",3,0
"LTU","SMR",4,0
"LTU","SRB",0,0
"LTU","EST",2,0
"LTU","GRC",0,0
"LTU","CZE",1,0
"LTU","SWE",0,0
"LTU","ALB",0,0
"LTU","AZE",0,0
"LTU","DEU",0,0
"LTU","MKD",0,0
"LTU","ESP",0,0
"LTU","SVN",0,0
"LTU","GBR",0,0
"LTU","AUS",0,0
"LTU","NOR",0,0
"LTU","MLT",0,0
"LTU","ISR",0,0
"LTU","DNK",0,0
"MKD","FRA",12,0
"MKD","ISL",6,0
"MKD","RUS",0,0
"MKD","NLD",1,0
"MKD","BLR",5,0
"MKD","CYP",2,0
"MKD","CHE",7,0
"MKD","ITA",0,0
"MKD","SMR",3,0
"MKD","SRB",10,0
"MKD","EST",0,0
"MKD","GRC",4,0
"MKD","CZE",0,0
"MKD","SWE",0,0
"MKD","ALB",8,0
"MKD","AZE",0,0
"MKD","DEU",0,0
"MKD","MKD",0,0
"MKD","ESP",0,0
"MKD","SVN",0,0
"MKD","GBR",0,0
"MKD","AUS",0,0
"MKD","NOR",0,0
"MKD","MLT",0,0
"MKD","ISR",0,0
"MKD","DNK",0,0
"MLT","FRA",8,0
"MLT","ISL",7,0
"MLT","RUS",12,0
"MLT","NLD",6,0
"MLT","BLR",4,0
"MLT","CYP",1,0
"MLT","CHE",5,0
"MLT","ITA",10,0
"MLT","SMR",0,0
"MLT","SRB",0,0
"MLT","EST",0,0
"MLT","GRC",0,0
"MLT","CZE",0,0
"MLT","SWE",3,0
"MLT","ALB",0,0
"MLT","AZE",0,0
"MLT","DEU",2,0
"MLT","MKD",0,0
"MLT","ESP",0,0
"MLT","SVN",0,0
"MLT","GBR",0,0
"MLT","AUS",0,0
"MLT","NOR",0,0
"MLT","MLT",0,0
"MLT","ISR",0,0
"MLT","DNK",0,0
"MDA","FRA",7,0
"MDA","ISL",5,0
"MDA","RUS",12,0
"MDA","NLD",8,0
"MDA","BLR",10,0
"MDA","CYP",6,0
"MDA","CHE",0,0
"MDA","ITA",0,0
"MDA","SMR",1,0
"MDA","SRB",0,0
"MDA","EST",0,0
"MDA","GRC",0,0
"MDA","CZE",3,0
"MDA","SWE",0,0
"MDA","ALB",0,0
"MDA","AZE",0,0
"MDA","DEU",0,0
"MDA","MKD",0,0
"MDA","ESP",0,0
"MDA","SVN",2,0
"MDA","GBR",0,0
"MDA","AUS",4,0
"MDA","NOR",0,0
"MDA","MLT",0,0
"MDA","ISR",0,0
"MDA","DNK",0,0
"MNE","FRA",5,0
"MNE","ISL",4,0
"MNE","RUS",8,0
"MNE","NLD",1,0
"MNE","BLR",10,0
"MNE","CYP",2,0
"MNE","CHE",0,0
"MNE","ITA",0,0
"MNE","SMR",3,0
"MNE","SRB",12,0
"MNE","EST",0,0
"MNE","GRC",0,0
"MNE","CZE",0,0
"MNE","SWE",0,0
"MNE","ALB",6,0
"MNE","AZE",0,0
"MNE","DEU",0,0
"MNE","MKD",7,0
"MNE","ESP",0,0
"MNE","SVN",0,0
"MNE","GBR",0,0
"MNE","AUS",0,0
"MNE","NOR",0,0
"MNE","MLT",0,0
"MNE","ISR",0,0
"MNE","DNK",0,0
"NLD","FRA",10,0
"NLD","ISL",12,0
"NLD","RUS",5,0
"NLD","NLD",0,0
"NLD","BLR",6,0
"NLD","CYP",2,0
"NLD","CHE",7,0
"NLD","ITA",3,0
"NLD","SMR",8,0
"NLD","SRB",0,0
"NLD","EST",1,0
"NLD","GRC",0,0
"NLD","CZE",0,0
"NLD","SWE",4,0
"NLD","ALB",0,0
"NLD","AZE",0,0
"NLD","DEU",0,0
"NLD","MKD",0,0
"NLD","ESP",0,0
"NLD","SVN",0,0
"NLD","GBR",0,0
"NLD","AUS",0,0
"NLD","NOR",0,0
"NLD","MLT",0,0
"NLD","ISR",0,0
"NLD","DNK",0,0
"NOR","FRA",10,0
"NOR","ISL",12,0
"NOR","RUS",6,0
"NOR","NLD",5,0
"NOR","BLR",7,0
"NOR","CYP",2,0
"NOR","CHE",0,0
"NOR","ITA",3,0
"NOR","SMR",0,0
"NOR","SRB",0,0
"NOR","EST",4,0
"NOR","GRC",0,0
"NOR","CZE",0,0
"NOR","SWE",8,0
"NOR","ALB",0,0
"NOR","AZE",0,0
"NOR","DEU",1,0
"NOR","MKD",0,0
"NOR","ESP",0,0
"NOR","SVN",0,0
"NOR","GBR",0,0
"NOR","AUS",0,0
"NOR","NOR",0,0
"NOR","MLT",0,0
"NOR","ISR",0,0
"NOR","DNK",0,0
"POL","FRA",10,0
"POL","ISL",12,0
"POL","RUS",6,0
"POL","NLD",8,0
"POL","BLR",7,0
"POL","CYP",4,0
"POL","CHE",0,0
"POL","ITA",2,0
"POL","SMR",3,0
"POL","SRB",0,0
"POL","EST",0,0
"POL","GRC",0,0
"POL","CZE",5,0
"POL","SWE",0,0
"POL","ALB",0,0
"POL","AZE",0,0
"POL","DEU",0,0
"POL","MKD",0,0
"POL","ESP",0,0
"POL","SVN",0,0
"POL","GBR",0,0
"POL","AUS",1,0
"POL","NOR",0,0
"POL","MLT",0,0
"POL","ISR",0,0
"POL","DNK",0,0
"PRT","FRA",12,0
"PRT","ISL",8,0
"PRT","RUS",6,0
"PRT","NLD",10,0
"PRT","BLR",5,0
"PRT","CYP",1,0
"PRT","CHE",4,0
"PRT","ITA",0,0
"PRT","SMR",0,0
"PRT","SRB",0,0
"PRT","EST",3,0
"PRT","GRC",0,0
"PRT","CZE",2,0
"PRT","SWE",0,0
"PRT","ALB",0,0
"PRT","AZE",0,0
"PRT","DEU",0,0
"PRT","MKD",0,0
"PRT","ESP",7,0
"PRT","SVN",0,0
"PRT","GBR",0,0
"PRT","AUS",0,0
"PRT","NOR",0,0
"PRT","MLT",0,0
"PRT","ISR",0,0
"PRT","DNK",0,0
"ROU","FRA",10,0
"ROU","ISL",8,0
"ROU","RUS",7,0
"ROU","NLD",12,0
"ROU","BLR",3,0
"ROU","CYP",5,0
"ROU","CHE",6,0
"ROU","ITA",4,0
"ROU","SMR",0,0
"ROU","SRB",0,0
"ROU","EST",2,0
"ROU","GRC",0,0
"ROU","CZE",0,0
"ROU","SWE",0,0
"ROU","ALB",0,0
"ROU","AZE",0,0
"ROU","DEU",0,0
"ROU","MKD",0,0
"ROU","ESP",1,0
"ROU","SVN",0,0
"ROU","GBR",0,0
"ROU","AUS",0,0
"ROU","NOR",0,0
"ROU","MLT",0,0
"ROU","ISR",0,0
"ROU","DNK",0,0
"RUS","FRA",8,0
"RUS","ISL",7,0
"RUS","RUS",0,0
"RUS","NLD",10,0
"RUS","BLR",12,0
"RUS","CYP",4,0
"RUS","CHE",0,0
"RUS","ITA",1,0
"RUS","SMR",5,0
"RUS","SRB",0,0
"RUS","EST",0,0
"RUS","GRC",0,0
"RUS","CZE",0,0
"RUS","SWE",0,0
"RUS","ALB",0,0
"RUS","AZE",6,0
"RUS","DEU",0,0
"RUS","MKD",0,0
"RUS","ESP",0,0
"RUS","SVN",3,0
"RUS","GBR",0,0
"RUS","AUS",0,0
"RUS","NOR",2,0
"RUS","MLT",0,0
"RUS","ISR",0,0
"RUS","DNK",0,0
"SMR","FRA",0,0
"SMR","ISL",0,0
"SMR","RUS",0,0
"SMR","NLD",8,0
"SMR","BLR",10,0
"SMR","CYP",0,0
"SMR","CHE",0,0
"SMR","ITA",12,0
"SMR","SMR",0,0
"SMR","SRB",0,0
"SMR","EST",0,0
"SMR","GRC",0,0
"SMR","CZE",7,0
"SMR","SWE",0,0
"SMR","ALB",0,0
"SMR","AZE",0,0
"SMR","DEU",0,0
"SMR","MKD",0,0
"SMR","ESP",0,0
"SMR","SVN",0,0
"SMR","GBR",0,0
"SMR","AUS",0,0
"SMR","NOR",0,0
"SMR","MLT",0,0
"SMR","ISR",0,0
"SMR","DNK",0,0
"SRB","FRA",7,0
"SRB","ISL",8,0
"SRB","RUS",4,0
"SRB","NLD",3,0
"SRB","BLR",10,0
"SRB","CYP",5,0
"SRB","CHE",6,0
"SRB","ITA",0,0
"SRB","SMR",0,0
"SRB","SRB",0,0
"SRB","EST",1,0
"SRB","GRC",0,0
"SRB","CZE",0,0
"SRB","SWE",0,0
"SRB","ALB",2,0
"SRB","AZE",0,0
"SRB","DEU",0,0
"SRB","MKD",12,0
"SRB","ESP",0,0
"SRB","SVN",0,0
"SRB","GBR",0,0
"SRB","AUS",0,0
"SRB","NOR",0,0
"SRB","MLT",0,0
"SRB","ISR",0,0
"SRB","DNK",0,0
"SVN","FRA",8,0
"SVN","ISL",10,0
"SVN","RUS",3,0
"SVN","NLD",0,0
"SVN","BLR",12,0
"SVN","CYP",6,0
"SVN","CHE",5,0
"SVN","ITA",4,0
"SVN","SMR",0,0
"SVN","SRB",7,0
"SVN","EST",2,0
"SVN","GRC",0,0
"SVN","CZE",0,0
"SVN","SWE",0,0
"SVN","ALB",0,0
"SVN","AZE",0,0
"SVN","DEU",0,0
"SVN","MKD",1,0
"SVN","ESP",0,0
"SVN","SVN",0,0
"SVN","GBR",0,0
"SVN","AUS",0,0
"SVN","NOR",0,0
"SVN","MLT",0,0
"SVN","ISR",0,0
"SVN","DNK",0,0
"ESP","FRA",10,0
"ESP","ISL",8,0
"ESP","RUS",7,0
"ESP","NLD",12,0
"ESP","BLR",5,0
"ESP","CYP",3,0
"ESP","CHE",4,0
"ESP","ITA",6,0
"ESP","SMR",0,0
"ESP","SRB",0,0
"ESP","EST",0,0
"ESP","GRC",0,0
"ESP","CZE",0,0
"ESP","SWE",0,0
"ESP","ALB",0,0
"ESP","AZE",2,0
"ESP","DEU",0,0
"ESP","MKD",0,0
"ESP","ESP",0,0
"ESP","SVN",0,0
"ESP","GBR",0,0
"ESP","AUS",0,0
"ESP","NOR",1,0
"ESP","MLT",0,0
"ESP","ISR",0,0
"ESP","DNK",0,0
"SWE","FRA",4,0
"SWE","ISL",10,0
"SWE","RUS",7,0
"SWE","NLD",8,0
"SWE","BLR",3,0
"SWE","CYP",6,0
"SWE","CHE",5,0
"SWE","ITA",1,0
"SWE","SMR",2,0
"SWE","SRB",0,0
"SWE","EST",12,0
"SWE","GRC",0,0
"SWE","CZE",0,0
"SWE","SWE",0,0
"SWE","ALB",0,0
"SWE","AZE",0,0
"SWE","DEU",0,0
"SWE","MKD",0,0
"SWE","ESP",0,0
"SWE","SVN",0,0
"SWE","GBR",0,0
"SWE","AUS",0,0
"SWE","NOR",0,0
"SWE","MLT",0,0
"SWE","ISR",0,0
"SWE","DNK",0,0
"CHE","FRA",12,0
"CHE","ISL",6,0
"CHE","RUS",5,0
"CHE","NLD",7,0
"CHE","BLR",1,0
"CHE","CYP",2,0
"CHE","CHE",0,0
"CHE","ITA",10,0
"CHE","SMR",0,0
"CHE","SRB",4,0
"CHE","EST",0,0
"CHE","GRC",0,0
"CHE","CZE",0,0
"CHE","SWE",0,0
"CHE","ALB",3,0
"CHE","AZE",0,0
"CHE","DEU",8,0
"CHE","MKD",0,0
"CHE","ESP",0,0
"CHE","SVN",0,0
"CHE","GBR",0,0
"CHE","AUS",0,0
"CHE","NOR",0,0
"CHE","MLT",0,0
"CHE","ISR",0,0
"CHE","DNK",0,0
"GBR","FRA",10,0
"GBR","ISL",12,0
"GBR","RUS",4,0
"GBR","NLD",7,0
"GBR","BLR",0,0
"GBR","CYP",8,0
"GBR","CHE",0,0
"GBR","ITA",6,0
"GBR","SMR",5,0
"GBR","SRB",0,0
"GBR","EST",0,0
"GBR","GRC",0,0
"GBR","CZE",2,0
"GBR","SWE",0,0
"GBR","ALB",0,0
"GBR","AZE",0,0
"GBR","DEU",0,0
"GBR","MKD",0,0
"GBR","ESP",1,0
"GBR","SVN",0,0
"GBR","GBR",0,0
"GBR","AUS",3,0
"GBR","NOR",0,0
"GBR","MLT",0,0
"GBR","ISR",0,0
"GBR","DNK",0,0
